data,time
4.29967363505,0
2.86973243666,1
4.82994609242,2
4.38032464093,3
8.37191397476,4
5.55126702534,5
5.31538485147,6
6.20770897469,7
3.85227978618,8
6.9966100741,9
3.96692204291,10
5.3881836222,11
3.70917848356,12
2.69051073104,13
4.18906190411,14
4.83107695386,15
4.18857483484,16
1.09320436192,17
4.54947367344,18
2.56749814593,19
4.92877600167,20
6.25418331976,21
-0.710933598106,22
3.46200523705,23
5.54408780602,24
5.87754000194,25
3.36155219187,26
3.94077266092,27
5.68418139855,28
4.14703088737,29
2.22587741105,30
4.59720457352,31
4.25888055814,32
4.65999721433,33
2.86432431367,34
2.0250031113,35
1.40702578834,36
7.96016811193,37
4.03030378839,38
8.2272343755,39
9.12325518183,40
8.04234878451,41
3.98390935414,42
2.25896572838,43
7.50197349935,44
5.77303719612,45
6.83009824173,46
0.499795091015,47
3.83111096031,48
7.38483088213,49
3.19586075799,50
4.23948198246,51
6.96475774918,52
1.43971539924,53
6.68670539782,54
6.3501346497,55
8.77251534787,56
5.4285522455,57
3.76777114081,58
2.65847636813,59
4.24678744792,60
4.54487786712,61
4.68454175573,62
8.95727793746,63
2.70303812498,64
4.30324995486,65
4.64191222945,66
6.81929247037,67
3.2365672166,68
8.55444475387,69
5.5884346317,70
8.50544334061,71
5.72789239933,72
5.1803782905,73
3.51089796941,74
7.58220122499,75
5.18867639344,76
2.58113092732,77
4.2452258768,78
7.77141081356,79
4.11950487879,80
3.35562013751,81
5.62844586039,82
3.36977336321,83
6.25244039471,84
0.244715152336,85
6.49786052322,86
6.11238963313,87
7.54320459377,88
1.6709793546,89
6.7623212393,90
8.02974124466,91
8.28297219656,92
4.6953420404,93
5.38497294035,94
6.02152816358,95
4.2342922573,96
5.8870693279,97
2.25176830795,98
3.06521183457,99
9.03453056229,100
5.23324629895,101
4.99465551731,102
3.49269497309,103
4.3159787432,104
6.0744987076,105
5.79519360328,106
3.06659179825,107
7.80732361735,108
5.22737394281,109
5.40432063203,110
-0.0777360229215,111
6.15785285679,112
3.53064661846,113
7.79543344498,114
1.69357576142,115
4.1082094619,116
5.77879989104,117
3.40038209569,118
4.02320711154,119
6.46685122291,120
6.06108787195,121
6.0079333163,122
4.10895472361,123
2.12815561637,124
4.06011745463,125
4.34538769078,126
4.98583716332,127
5.89485950407,128
3.03004169464,129
5.15416476549,130
5.58991092138,131
6.53230790543,132
4.60442273673,133
5.83257541692,134
8.40972226499,135
5.57628299971,136
2.98385305593,137
3.70674713906,138
5.93150248667,139
1.25760546073,140
4.62547567728,141
7.01013895369,142
7.04751104089,143
6.87359054877,144
4.11661503996,145
3.46593133211,146
4.68934446756,147
4.12960533189,148
4.66879269592,149
5.37597221,150
3.16752877192,151
4.8068920526,152
4.73158329837,153
3.95634188542,154
5.29229369322,155
8.06373075145,156
7.69266339969,157
6.23935373464,158
4.42947510059,159
3.48375644673,160
4.41982153626,161
3.24931096668,162
3.75182715573,163
5.29002025655,164
3.37613723137,165
7.17144505917,166
2.20662431758,167
6.00239686417,168
8.19204773129,169
6.33172769464,170
5.39355357682,171
2.97736357204,172
9.30642363063,173
6.1712446169,174
2.29435330595,175
5.14074942863,176
4.42799944855,177
4.5136607084,178
7.43027827618,179
4.43162566327,180
9.33479163448,181
8.60382554373,182
5.17581278215,183
5.79621955746,184
3.814603338,185
3.69470080128,186
4.20345826546,187
6.3052684342,188
9.93713201481,189
3.56420825614,190
4.38278232147,191
4.83720167087,192
-0.373950647588,193
8.07805712531,194
5.17482759657,195
2.3485210449,196
6.9922181365,197
1.58421225073,198
3.71198695727,199
9.33134655698,200
8.16224812907,201
6.03306443188,202
5.32848928201,203
3.96091804346,204
3.33828701285,205
4.43031286049,206
2.4313135352,207
7.48041649349,208
4.74471746481,209
7.45766270399,210
6.07725024394,211
3.6308770723,212
3.27573350456,213
3.27317230078,214
6.0718784376,215
4.36334860955,216
2.3984193746,217
3.54569975693,218
8.5069849077,219
4.81198776584,220
5.92110038185,221
7.33960270453,222
6.68960791771,223
3.65112842861,224
4.29885439711,225
5.32951654432,226
3.53518915459,227
6.08438290234,228
6.085830263,229
8.53048784386,230
6.07759519461,231
4.49918914026,232
4.78869526331,233
4.98808845016,234
4.63506446686,235
4.99157969899,236
5.85181657966,237
6.14126806124,238
2.4222543006,239
7.11803835224,240
1.81412381794,241
7.93198572044,242
8.6517500239,243
8.30331900971,244
5.82262002983,245
5.80972691405,246
4.12123892538,247
2.40288905049,248
2.71874028232,249
4.78829084026,250
6.86739980047,251
2.35694013272,252
5.76810337433,253
2.72821820366,254
4.26032384637,255
6.33057235732,256
3.31388175197,257
4.44604816075,258
5.29461548794,259
2.89536689485,260
5.87400360746,261
6.57545064416,262
3.33462898975,263
3.60240725403,264
6.70787150113,265
1.32511973444,266
5.12406269455,267
0.024962775577,268
5.0615701523,269
3.161313808,270
2.92441645885,271
4.03923454323,272
5.14385223166,273
2.74399735984,274
5.89503820979,275
2.65433600834,276
5.26545252688,277
6.25248836645,278
5.04199878259,279
5.79690617235,280
2.36213453545,281
6.18316274578,282
-0.0916195591003,283
1.13431410246,284
4.08543628716,285
5.61298504115,286
4.72866722246,287
4.71462701545,288
3.15211697865,289
5.82643243308,290
5.59443940122,291
1.21832053213,292
3.9599771109,293
7.05063437636,294
5.90577763979,295
8.42074678069,296
2.30937292981,297
7.05044294243,298
7.29308472327,299
3.94923158628,300
6.24035181682,301
3.8759623416,302
1.34571996261,303
3.70923669992,304
0.993129383975,305
4.57637882117,306
5.98461444502,307
7.29188249858,308
2.91874315059,309
5.11857879811,310
2.32062196469,311
3.79339030904,312
5.92785598352,313
4.74675077314,314
1.10932107325,315
9.25096356197,316
2.91736014509,317
2.04512353613,318
5.75152762668,319
5.66742171269,320
4.40220003654,321
4.05817300103,322
3.45603942489,323
5.57207057828,324
4.17319361125,325
7.20026930658,326
10.7885221216,327
3.40616204688,328
9.40974530119,329
3.99459495277,330
2.6423690417,331
7.06302519644,332
6.31918609327,333
5.62601694064,334
